district,nb_sites,idp_hhs,idp_indvl,prolonged_hhs,prolonged_indvl,protracted_hhs,protracted_indvl,refugee_hhs,refugee_indvl,returnee_hhs,returnee_indvl,economic_hhs,economic_indvl,nomad_hhs,nomad_indvl,host_hhs,host_indvl,iset_population_discrete,iset_population_mixed,location_urban,location_suburban,location_rural,idp_mixed,idp_discrete,prolong_mixed,prolong_discrete,protract_mixed,protract_discrete,refugee_mixed,refugee_discrete,returnee_mixed,returnee_discrete,economic_mixed,economic_discrete,nomad_mixed,nomad_discrete,migrant_population.idp,migrant_population.prolong,migrant_population.protract,migrant_population.refugee,migrant_population.returnee,relocate_plan_yes,relocate_plan_no,relocate_plan_dk,relocate_pushpull_1_label,relocate_pushpull_1_pct,relocate_pushpull_2_label,relocate_pushpull_2_pct,relocate_pushpull_3_label,relocate_pushpull_3_pct,five_years_yes,five_years_no,five_years_dk,idp_3mo_hhs,idp_prov_origin_1_label,idp_prov_origin_1_pct,idp_prov_origin_2_label,idp_prov_origin_2_pct,idp_prov_origin_3_label,idp_prov_origin_3_pct,returnee_3mo_hhs,returnee_origin_1_label,returnee_origin_1_pct,returnee_origin_2_label,returnee_origin_2_pct,returnee_origin_3_label,returnee_origin_3_pct,shelter_type_1_label,shelter_type_1_pct,shelter_type_2_label,shelter_type_2_pct,shelter_type_3_label,shelter_type_3_pct,tenure_insecure,hh_rooms,accom_1_label,accom_1_pct,accom_2_label,accom_2_pct,accom_3_label,accom_3_pct,host_relation_positive,host_relation_neutral,host_relation_negative,host_relation_prefer_not,eviction_threat_yes,eviction_threat_no,eviction_threat_dk,eviction_threat_local_auth,eviction_threat_gvt,eviction_threat_local_host_comm,eviction_threat_local_ot,comm_represent_yes,comm_represent_no,comm_represent_dk,relocation_yes,relocation_no,site_land_yes,site_land_no,site_land_dk,site_land_owner_gvt,site_land_owner_prv,site_land_owner_un,site_land_owner_common,site_land_owner_ot,water_distance_fs,water_source_fs,water_barrier_1_label,water_barrier_1_pct,water_barrier_2_label,water_barrier_2_pct,water_barrier_3_label,water_barrier_3_pct,health_distance_fs,health_satisfy_constraint_yes,health_satisfy_constraint_no,health_satisfy_constraint_dk,health_unsatisfy_constraint.crowded,health_unsatisfy_constraint.hours,health_unsatisfy_constraint.expensive,health_unsatisfy_constraint.drug_unavail,health_unsatisfy_constraint.staff_behave,health_unsatisfy_constraint.other,health_unsatisfy_constraint.dont_know,mhpss_aware_yes,mhpss_aware_no,mhpss_aware_dk,health_barrier_1_label,health_barrier_1_pct,health_barrier_2_label,health_barrier_2_pct,health_barrier_3_label,health_barrier_3_pct,safe_likert_verygood,safe_likert_good,safe_likert_neutral,safe_likert_poor,safe_likert_verypoor,move_free_m_yes,move_free_m_no,move_free_m_dk,move_why_m_1_label,move_why_m_1_pct,move_why_m_2_label,move_why_m_2_pct,move_why_m_3_label,move_why_m_3_pct,move_free_f_yes,move_free_f_no,move_free_f_dk,move_why_f_1_label,move_why_f_1_pct,move_why_f_2_label,move_why_f_2_pct,move_why_f_3_label,move_why_f_3_pct,livelihood_1_label,livelihood_1_pct,livelihood_2_label,livelihood_2_pct,livelihood_3_label,livelihood_3_pct,food_source_1_label,food_source_1_pct,food_source_2_label,food_source_2_pct,food_source_3_label,food_source_3_pct,vul_index_low,vul_index_moderate,vul_index_moderate_high,vul_index_high,covid_aware_yes,covid_aware_part,covid_aware_no,covid_concern_yes,covid_concern_no,covid_concern_dk,covid_info_1_label,covid_info_1_pct,covid_info_2_label,covid_info_2_pct,covid_info_3_label,covid_info_3_pct,covid_safeprac_1_label,covid_safeprac_1_pct,covid_safeprac_2_label,covid_safeprac_2_pct,covid_safeprac_3_label,covid_safeprac_3_pct,aid_govt_yes,aid_govt_no,aid_govt_dk,aid_services_1_label,aid_services_1_pct,aid_services_2_label,aid_services_2_pct,aid_services_3_label,aid_services_3_pct,vul_chronic_fs,soap_avail_yes,soap_avail_no,soap_avail_dk,using_public_facility,handwash_crowded_yes,handwash_crowded_no,handwash_crowded_dk,water_point_yes,water_point_no_further,water_point_no_none,tap_sanitize_all,tap_sanitize_some,tap_sanitize_no,tap_sanitize_dk,safety_change_increase,safety_change_decrease,safety_change_no,safety_change_dk,covid_coping_1_label,covid_coping_1_pct,covid_coping_2_label,covid_coping_2_pct,covid_coping_3_label,covid_coping_3_pct,mhpss_secondary_1_label,mhpss_secondary_1_pct,mhpss_secondary_2_label,mhpss_secondary_2_pct,mhpss_secondary_3_label,mhpss_secondary_3_pct,vul_sleeping_prop,covid_shelter_1_label,covid_shelter_1_pct,covid_shelter_2_label,covid_shelter_2_pct,covid_shelter_3_label,covid_shelter_3_pct,market_soldout_yes,market_soldout_no,market_soldout_dk,soldout_item_1_label,soldout_item_1_pct,soldout_item_2_label,soldout_item_2_pct,soldout_item_3_label,soldout_item_3_pct,work_change_fullstop,work_change_partstop,work_change_nostop,school_alternatives.other_facility,school_alternatives.home_school,school_alternatives.other,school_alternatives.no,school_alternatives.dont_know
mata_khan,1,0,0,150,2000,0,0,0,0,40,350,0,0,0,0,350,4500,0,100,0,0,100,0,0,100,NaN,0,0,0,0,100,NaN,0,0,0,0,0,100,0,0,100,0,100,0,NA,NA,NA,NA,NA,NA,100,0,0,0,NA,NA,NA,NA,NA,NA,0,Pakistan,100,Iran,0,Tajikistan,0,Permanent shelter (mud),100,Tents (emergency shelter),0,Makeshift Shelter,0,0,3,Own shelter WITH documentation,100,Own shelter WITHOUT documentation,0,Rent shelter,0,100,0,0,0,0,100,0,NaN,NaN,NaN,NaN,100,0,0,0,100,100,0,0,0,100,0,0,0,0,0,Long line/wait to access waterpoint,100,Waterpoint has low capacity (runs out of water often),100,Unpleasant colour/taste/smell of water,0,100,100,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,100,0,Cost of transport,100,Don't know where to go,0,Cost of care/ treatment,0,100,0,0,0,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Small business / sale of goods or services,100,Unskilled daily labour (without contract),0,Skilled daily labour / (without contract),0,Purchase in markets inside the settlement,100,Purchase in markets outside the settlement,100,NGO food distributions,0,0,0,100,0,100,0,0,100,0,0,"Media (TV, radio)",100,Family and friends,100,Government,0,Wash hands frequently,100,Practice physical distancing,100,Wear masks and gloves if experiencing symptoms,100,100,0,0,Information on the coronavirus preventive measures at HOUSEHOLD level,100,Information on the coronavirus preventive measures at COMMUNITY level,0,Councelling for vulnerable residents,0,0,100,0,0,100,100,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,No unusual behavior,100,Social withdrawal,0,Angry / aggressive behaviour,0,Increased poverty/no income,100,Increased health issues,100,Increased gender-based violence,0,100,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,100,Provision of tents to accommodate sick persons inside the site,0,Relocation of unsick family members to other relatives,0,100,0,0,Food,100,Clothing,100,Soap,0,0,100,0,100,0,0,0,0
matun,25,1810,14070,260,2070,2133,12798,42,320,62,395,0,0,0,0,7688,49954,32,68,100,0,0,55,35.71,18.18,14.29,12.5,4.545454545454546,8,0,16.67,4.76,0,0,0,0,64,28,16,8,20,40,60,0,Better opportunity for jobs,56,No work opportunities available here,44,Better security where they are moving,22,80,12,8,165,Paktika,30,Khost,20,Paktya,20,25,Pakistan,100,Iran,0,Tajikistan,0,Permanent shelter (mud),88,Tents (emergency shelter),4,Makeshift Shelter,4,56,2.68,Rent shelter,48,Own shelter WITH documentation,32,Own shelter WITHOUT documentation,12,76,24,0,0,12,80,8,33.33,0,66.67,0,84,8,8,4,96,80,8,12,15,85,0,0,0,36,0.24,No barriers,43,Long line/wait to access waterpoint,35,Waterpoints are too far,22,48,83,9,9,100,50,50,100,0,0,0,16,72,12,Cost of transport,43,Cost of medicines,39,No barriers,35,60,12,16,4,8,92,4,4,Fear for Personal Safety,100,Discrimination / harrassment from host community,0,Socio-cultural barriers between settlement members and host community,0,80,16,4,Socio-cultural barriers between settlement members and host community,75,Fear for Personal Safety,50,Discrimination / harrassment from host community,25,Unskilled daily labour (without contract),52,Small business / sale of goods or services,40,Skilled daily labour / (without contract),4,Purchase in markets inside the settlement,79,Purchase in markets outside the settlement,71,Provided from family and friends in the area,8,0,44,56,0,100,0,0,100,0,0,"Media (TV, radio)",83,Government,29,Healthcare workers,21,Practice physical distancing,88,Wash hands frequently,79,Wear masks and gloves if experiencing symptoms,54,52,44,4,Information on the coronavirus preventive measures at HOUSEHOLD level,62,Information on the coronavirus preventive measures at COMMUNITY level,31,Food distribution,8,56.00000000000001,76,24,0,32,12,75,12,72,20,8,0,33,44,17,30,70,0,0,Social withdrawal,50,No unusual behavior,46,"Multiple unexplained physical complaints (headaches, stomach pains etc.)",4,Increased poverty/no income,100,Increased gender-based violence,33,Increased health issues,8,59.09090909090909,Relocation of unsick family members to other relatives,40,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,36,Provision of tents to accommodate sick persons inside the site,8,36,56,8,Food,100,Soap,67,Clothing,67,60,40,0,44,36,0,48,4
maydan_shahr,3,360,2440,420,2750,220,1500,0,0,55,380,55,400,0,0,580,4050,0,100,100,0,0,100,NaN,100,NaN,100,NaN,0,0,66.67,0,100,NaN,0,0,100,100,100,0,66.67,0,100,0,NA,NA,NA,NA,NA,NA,33,67,0,200,Maidan Wardak,100,Badakhshan,0,Badghis,0,10,Iran,100,Pakistan,0,Tajikistan,0,Permanent shelter (mud),67,Permanent shelter (brick),33,Tents (emergency shelter),0,0,2.6666666666666665,Own shelter WITH documentation,33,Rent shelter,33,Staying in shelter for free WITH owner's consent,33,100,0,0,0,0,100,0,NaN,NaN,NaN,NaN,100,0,0,0,100,100,0,0,0,100,0,0,0,0,0,No barriers,67,Long line/wait to access waterpoint,33,Waterpoint has low capacity (runs out of water often),33,33,50,50,0,100,0,0,100,0,0,0,0,100,0,Cost of medicines,100,Concern for physical safety,50,Insufficient capacity of health centre,50,67,0,0,33,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Unskilled daily labour (without contract),67,Small business / sale of goods or services,33,Skilled daily labour / (without contract),0,Purchase in markets inside the settlement,67,Purchase in markets outside the settlement,33,NGO food distributions,0,0,0,100,0,100,0,0,100,0,0,Government,100,Community or religious leaders,100,"Media (TV, radio)",100,Practice physical distancing,100,Self-isolate if experiencing symtoms,100,Wear masks and gloves if experiencing symptoms,100,0,100,0,NA,NA,NA,NA,NA,NA,100,100,0,0,0,NA,NA,NA,100,0,0,0,33,67,0,100,0,0,0,"Multiple unexplained physical complaints (headaches, stomach pains etc.)",100,Social withdrawal,0,Angry / aggressive behaviour,0,Increased poverty/no income,100,Increased health issues,100,Lack of access for NGOs to provide services,100,33.33333333333333,No preference for shelter aid,67,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,33,Provision of tents to accommodate sick persons inside the site,0,100,0,0,Food,100,Hand sanitizer and other hygiene materials,100,"Construction materials (wood, nails, cement bricks, glass, etc)",33,0,100,0,0,0,0,100,0
maymana,43,1670,11460,6040,37665,8730,55480,0,0,1494,10539,735,5265,0,0,8641,57775,30,70,98,0,0,51.43,32,87.5,73.33,77.42,63.1578947368421,0,0,52.63,21.74,29.73,18.75,0,0,60.47,90.7,83.72,0,58.14,14,86,0,No work opportunities available here,100,Better access to services where they are moving,33,Better opportunity for jobs,33,74,26,0,704,Faryab,100,Badakhshan,0,Badghis,0,350,Iran,96,Pakistan,4,Tajikistan,0,Permanent shelter (mud),98,Makeshift Shelter,2,Tents (emergency shelter),0,12,2.604651162790698,Own shelter WITH documentation,53,Rent shelter,44,Staying in shelter for free WITHOUT owner's consent,2,98,2,0,0,5,95,0,0,0,100,0,100,0,0,12,88,100,0,0,2,95,0,2,0,16,0,Long line/wait to access waterpoint,45,No barriers,39,Waterpoint has low capacity (runs out of water often),24,72,74,26,0,69.23,7.69,53.85,100,46.15,0,0,14,86,0,Cost of medicines,79,Cost of transport,50,Long travel time,36,51,26,14,0,9,100,0,0,NA,NA,NA,NA,NA,NA,98,0,2,NA,NA,NA,NA,NA,NA,Unskilled daily labour (without contract),67,Small business / sale of goods or services,26,Farming (cash crop),5,Purchase in markets inside the settlement,70,Purchase in markets outside the settlement,61,Own production,21,5,42,49,5,100,0,0,95,5,0,"Media (TV, radio)",100,Community or religious leaders,76,Text message alerts,76,Wash hands frequently,97,Avoid large crowds and gatherings,91,Practice physical distancing,82,42,58,0,Information on the coronavirus preventive measures at COMMUNITY level,39,Food distribution,39,Information on the coronavirus preventive measures at HOUSEHOLD level,11,46.51162790697674,72,28,0,11.627906976744185,20,80,0,74,16,9,9,9,81,0,22,17,44,17,"Multiple unexplained physical complaints (headaches, stomach pains etc.)",58,No unusual behavior,30,"Increased substance intake (e.g. drugs, alcohol etc)",9,Increased poverty/no income,100,Lack of access for NGOs to provide services,67,Increased health issues,45,43.90243902439025,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,56,No preference for shelter aid,19,Provision of tents to accommodate sick persons inside the site,14,51,49,0,Food,100,Hand sanitizer and other hygiene materials,33,Soap,22,26,74,0,24.39,14.63,0,65.85,0
maywand,10,354,2070,727,5301,970,6565,206,396,0,0,0,0,0,0,513,3740,40,60,80,0,20,37.5,28.57,100,100,66.67,66.66666666666666,25,25,0,0,0,0,0,0,50,100,80,40,0,0,100,0,NA,NA,NA,NA,NA,NA,100,0,0,38,Helmand,25,Nimroz,25,Uruzgan,25,0,NA,NA,NA,NA,NA,NA,Permanent shelter (mud),90,Transitional Shelter,10,Tents (emergency shelter),0,50,5.3,Own shelter WITHOUT documentation,50,Own shelter WITH documentation,30,Rent shelter,20,90,10,0,0,0,100,0,NaN,NaN,NaN,NaN,60,40,0,0,100,70,30,0,29,71,0,0,0,60,0.2,Waterpoint has low capacity (runs out of water often),40,No barriers,40,Unpleasant colour/taste/smell of water,10,70,100,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40,60,0,Long travel time,40,No barriers,40,Insufficient capacity of health centre,30,30,30,10,30,0,100,0,0,NA,NA,NA,NA,NA,NA,80,20,0,Government restrictions related to coronavirus,100,Discrimination / harrassment from host community,0,Socio-cultural barriers between settlement members and host community,0,Farming (cash crop),60,Unskilled daily labour (without contract),20,Skilled daily labour / (without contract),10,Purchase in markets inside the settlement,80,Purchase in markets outside the settlement,50,Own production,20,10,50,40,0,90,0,10,100,0,0,"Media (TV, radio)",89,Healthcare workers,67,Government,33,Wash hands frequently,67,Practice physical distancing,44,Self-isolate if experiencing symtoms,44,20,80,0,Information on the coronavirus preventive measures at HOUSEHOLD level,50,Information on the coronavirus preventive measures at COMMUNITY level,50,Councelling for vulnerable residents,0,20,70,30,0,40,25,75,0,70,30,0,43,0,57,0,43,57,0,0,No unusual behavior,78,Social withdrawal,22,Angry / aggressive behaviour,0,Increased poverty/no income,67,"Nothing, continue daily life as normal",33,Increased gender-based violence,0,0,Provision of tents to accommodate sick persons inside the site,30,Renting of hotel/hostel to isolate sick individuals for 14 days,30,No preference for shelter aid,30,30,70,0,Food,100,Fuel / Heating materials,33,"Construction materials (wood, nails, cement bricks, glass, etc)",33,30,70,0,44.44,0,0,55.56,0
mazar_e_sharif,11,1046,6350,737,3340,995,4760,0,0,490,3425,50,230,0,0,2120,10600,18,82,9,0,0,77.78,50,100,100,100,100,0,0,70,25,20,11.11,0,0,81.82,100,100,0,72.73,18,82,0,Better access to services where they are moving,100,Better opportunity for jobs,100,No work opportunities available here,50,100,0,0,270,Daykundi,12,Faryab,12,Jawzjan,12,29,Iran,100,Pakistan,0,Tajikistan,0,Permanent shelter (mud),82,Permanent shelter (brick),18,Tents (emergency shelter),0,18,2.3636363636363638,Own shelter WITH documentation,45,Rent shelter,36,Own shelter WITHOUT documentation,18,64,27,0,9,0,100,0,NaN,NaN,NaN,NaN,82,18,0,0,100,82,18,0,33,56,0,0,0,0,0,Unpleasant colour/taste/smell of water,50,Waterpoint has low capacity (runs out of water often),40,No barriers,40,64,78,22,0,100,0,100,100,0,0,0,0,100,0,Cost of care/ treatment,100,Cost of medicines,100,Cost of transport,60,0,91,9,0,0,91,9,0,Government restrictions related to coronavirus,100,Fear for Personal Safety,100,Discrimination / harrassment from host community,0,91,9,0,Government restrictions related to coronavirus,100,Discrimination / harrassment from host community,0,Socio-cultural barriers between settlement members and host community,0,Unskilled daily labour (without contract),64,Small business / sale of goods or services,36,Skilled daily labour / (without contract),0,Purchase in markets inside the settlement,80,Purchase in markets outside the settlement,70,Own production,50,0,18,82,0,100,0,0,100,0,0,"Media (TV, radio)",100,Healthcare workers,80,Text message alerts,70,Wash hands frequently,100,Avoid large crowds and gatherings,100,Practice physical distancing,80,9,91,0,Information on the coronavirus preventive measures at HOUSEHOLD level,100,Information on the coronavirus preventive measures at COMMUNITY level,0,Councelling for vulnerable residents,0,72.72727272727273,91,9,0,9.090909090909092,0,100,0,100,0,0,0,9,91,0,18,0,64,18,No unusual behavior,100,Social withdrawal,0,Angry / aggressive behaviour,0,Increased poverty/no income,100,Community violence,70,Increased gender-based violence,60,33.33333333333333,Relocation of unsick family members to other relatives,82,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,9,Provision of tents to accommodate sick persons inside the site,0,36,45,9,Food,100,Hand sanitizer and other hygiene materials,75,Soap,50,36,64,0,9.09,63.64,0,36.36,0
mehtarlam,29,2965,23870,5355,37580,7067,61221,200,1400,10865,88250,2690,21995,1646,13404,14255,117272,21,79,14,0,34,86.96,66.67,83.33,55.56,91.3,75,3.45,0,91.67,71.43,87.5,62.5,14.81,8,89.66,86.21,93.1,3.45,93.1,34,66,0,No work opportunities available here,100,Moving to be with family / friends,60,Better access to services where they are moving,60,93,7,0,859,Laghman,100,Badakhshan,0,Badghis,0,210.7,Pakistan,100,Iran,0,Tajikistan,0,Permanent shelter (mud),97,Permanent shelter (brick),3,Tents (emergency shelter),0,72,2.413793103448276,Own shelter WITH documentation,52,Own shelter WITHOUT documentation,31,Staying in shelter for free WITHOUT owner's consent,14,86,3,7,3,7,79,14,0,0,100,0,97,3,0,28,72,90,10,0,31,54,0,12,0,7,0,Long line/wait to access waterpoint,63,Waterpoints are too far,42,Waterpoint has low capacity (runs out of water often),37,48,53,47,0,83.33,33.33,83.33,100,41.67,0,0,24,69,7,Cost of care/ treatment,69,Insufficient capacity of health centre,69,Cost of medicines,46,55,14,31,0,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Unskilled daily labour (without contract),59,Farming (cash crop),24,Formal employment (with contract),10,Purchase in markets outside the settlement,68,Purchase in markets inside the settlement,63,Provided from family and friends in the area,37,7,41,45,7,100,0,0,97,3,0,"Media (TV, radio)",100,Community or religious leaders,74,Text message alerts,58,Wash hands frequently,89,Practice physical distancing,74,Self-isolate if experiencing symtoms,74,31,66,0,Information on the coronavirus preventive measures at COMMUNITY level,50,Food distribution,30,Provision of additional WASH services,10,24.137931034482758,31,62,7,34.48275862068966,18,82,0,90,10,0,0,4,77,19,25,0,58,17,Social withdrawal,79,Angry / aggressive behaviour,37,Dangerous/risky behaviours,21,Increased poverty/no income,100,Increased gender-based violence,68,Increased health issues,53,75,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,34,Renting of hotel/hostel to isolate sick individuals for 14 days,24,No preference for shelter aid,21,41,59,0,Food,100,Hand sanitizer and other hygiene materials,33,Cooking / kitchen materials,33,93,7,0,13.79,68.97,0,27.59,3.45
muhmand_dara,2,280,2600,400,2000,400,2000,0,0,200,1700,60,600,50,400,700,4000,50,50,0,0,100,100,100,100,100,100,100,0,0,100,100,0,50,0,50,100,100,100,0,100,50,50,0,NA,NA,NA,NA,NA,NA,100,0,0,18,Nangarhar,100,Badakhshan,0,Badghis,0,10,Pakistan,100,Iran,0,Tajikistan,0,Permanent shelter (mud),100,Tents (emergency shelter),0,Makeshift Shelter,0,0,3,Own shelter WITH documentation,50,Own shelter WITHOUT documentation,50,Rent shelter,0,100,0,0,0,0,100,0,NaN,NaN,NaN,NaN,100,0,0,100,0,100,0,0,0,100,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,100,0,100,0,100,100,100,0,0,50,50,0,NA,NA,NA,NA,NA,NA,100,0,0,0,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Small business / sale of goods or services,100,Unskilled daily labour (without contract),0,Skilled daily labour / (without contract),0,NA,NA,NA,NA,NA,NA,50,50,0,0,100,0,0,100,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,Information on the coronavirus preventive measures at COMMUNITY level,100,Information on the coronavirus preventive measures at HOUSEHOLD level,0,Councelling for vulnerable residents,0,0,50,50,0,0,NA,NA,NA,100,0,0,0,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Construction of a large temporary shelter (plastic tarpaulin, plywood, etc.) for 15-30 people to accommodate all sick individuals within the settlement",100,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,0,Provision of tents to accommodate sick persons inside the site,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,100,50,0,0,0
muqur_badghis,3,0,0,50,400,141,1000,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,33.33,0,66.66666666666666,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,100,0,NA,NA,NA,NA,NA,NA,67,33,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Permanent shelter (mud),67,Tents (emergency shelter),33,Makeshift Shelter,0,33,1.6666666666666667,Own shelter WITH documentation,67,Rent shelter,33,Own shelter WITHOUT documentation,0,33,67,0,0,0,100,0,NaN,NaN,NaN,NaN,100,0,0,0,100,100,0,0,0,100,0,0,0,67,0,Waterpoints are too far,100,Long line/wait to access waterpoint,0,Unpleasant colour/taste/smell of water,0,67,67,33,0,100,100,0,100,0,0,0,0,67,33,Cost of transport,67,Cost of care/ treatment,67,Cost of medicines,67,100,0,0,0,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Unskilled daily labour (without contract),100,Small business / sale of goods or services,0,Skilled daily labour / (without contract),0,Purchase in markets inside the settlement,100,NGO food distributions,67,Provided from family and friends in the area,33,0,33,67,0,100,0,0,100,0,0,"UN, NGOs or INGOs",67,Text message alerts,67,Healthcare workers,67,Wash hands frequently,100,Avoid large crowds and gatherings,100,Self-isolate if experiencing symtoms,67,100,0,0,Information on the coronavirus preventive measures at COMMUNITY level,100,Information on the coronavirus preventive measures at HOUSEHOLD level,0,Councelling for vulnerable residents,0,66.66666666666666,0,67,33,33.33333333333333,0,100,0,33,67,0,0,0,100,0,NA,NA,NA,NA,No unusual behavior,100,Social withdrawal,0,Angry / aggressive behaviour,0,Increased poverty/no income,67,Increased insecurity,33,"Nothing, continue daily life as normal",33,100,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,33,Provision of tents to accommodate sick persons inside the site,33,No preference for shelter aid,33,100,0,0,Food,100,"Construction materials (wood, nails, cement bricks, glass, etc)",67,Buckets or other water containers,67,100,0,0,NaN,NaN,NaN,NaN,NaN
muqur_ghazni,1,0,0,0,0,100,600,0,0,0,0,0,0,0,0,800,4800,0,100,100,0,0,0,0,0,0,100,NaN,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,NA,NA,NA,NA,NA,NA,100,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,Makeshift Shelter,100,Tents (emergency shelter),0,Transitional Shelter,0,0,4,Rent shelter,100,Own shelter WITH documentation,0,Own shelter WITHOUT documentation,0,100,0,0,0,0,100,0,NaN,NaN,NaN,NaN,100,0,0,0,100,0,100,0,NA,NA,NA,NA,NA,0,0,No barriers,100,Long line/wait to access waterpoint,0,Unpleasant colour/taste/smell of water,0,0,100,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,100,0,Cost of medicines,100,Don't know where to go,0,Cost of transport,0,0,100,0,0,0,100,0,0,NA,NA,NA,NA,NA,NA,100,0,0,NA,NA,NA,NA,NA,NA,Unskilled daily labour (without contract),100,Small business / sale of goods or services,0,Skilled daily labour / (without contract),0,Purchase in markets inside the settlement,100,NGO food distributions,0,Purchase in markets outside the settlement,0,0,0,100,0,100,0,0,100,0,0,Healthcare workers,100,Family and friends,100,Government,0,Wash hands frequently,100,Wear masks and gloves in general,100,Practice physical distancing,0,100,0,0,Information on the coronavirus preventive measures at COMMUNITY level,100,Information on the coronavirus preventive measures at HOUSEHOLD level,0,Councelling for vulnerable residents,0,100,100,0,0,0,NA,NA,NA,100,0,0,0,0,100,0,0,0,100,0,Social withdrawal,100,Angry / aggressive behaviour,0,Dangerous/risky behaviours,0,Increased poverty/no income,100,Increased gender-based violence,0,Increased health issues,0,0,Tools and materials (in cash/ in kind) to rapidly extend shelters to accommodate the sick,100,Provision of tents to accommodate sick persons inside the site,0,Relocation of unsick family members to other relatives,0,0,100,0,NA,NA,NA,NA,NA,NA,0,100,0,100,0,0,0,0
nahr_e_saraj,8,675,1512,560,1260,430,900,0,0,160,410,80,210,0,0,90,250,38,62,25,0,75,100,100,100,100,100,100,0,0,57.14,25,42.86,20,0,0,100,100,100,0,62.5,50,50,0,NA,NA,NA,NA,NA,NA,62,25,12,330,Helmand,75,Ghor,12,Badakhshan,0,150,Pakistan,100,Iran,0,Tajikistan,0,Permanent shelter (mud),100,Tents (emergency shelter),0,Makeshift Shelter,0,62,5.375,Rent shelter,75,Own shelter WITH documentation,0,Own shelter WITHOUT documentation,0,0,12,0,88,88,0,12,100,0,0,0,100,0,0,88,12,75,25,0,0,100,0,0,0,0,0.5,Cost is prohibitive i.e. water trucking,100,Long line/wait to access waterpoint,0,Unpleasant colour/taste/smell of water,0,0,NA,NA,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,75,12,12,Cost of transport,100,Cost of care/ treatment,100,Cost of medicines,100,12,0,12,50,25,100,0,0,NA,NA,NA,NA,NA,NA,12,88,0,NA,NA,NA,NA,NA,NA,Farming (cash crop),50,Unskilled daily labour (without contract),38,Small business / sale of goods or services,0,Purchase in markets outside the settlement,100,Own production,100,Provided from family and friends in the area,100,25,62,12,0,100,0,0,100,0,0,Government,100,"Media (TV, radio)",100,Text message alerts,100,Wash hands frequently,100,Practice physical distancing,100,Avoid large crowds and gatherings,100,38,25,12,Information on the coronavirus preventive measures at HOUSEHOLD level,20,Information on the coronavirus preventive measures at COMMUNITY level,20,Provision of additional Health services,20,100,100,0,0,0,50,0,50,100,0,0,0,88,0,0,14,0,0,86,No unusual behavior,100,Social withdrawal,0,Angry / aggressive behaviour,0,Increased poverty/no income,100,Increased health issues,100,Community violence,100,0,Provision of tents to accommodate sick persons inside the site,25,Relocation of unsick family members to other relatives,12,No preference for shelter aid,12,100,0,0,Food,100,Soap,100,Hand sanitizer and other hygiene materials,100,50,50,0,0,100,0,0,0
